id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,candidate,tweet_without_stopwords,Subjectivity,Polarity,Analysis
1615305537620430000.00,1615305537620430000.00,1673953825000.00,1/17/2023 12:10,100,,dear  owain when will you write efcc to investigate bola tinubu about the  bullion vans in his home a day to  election and also alpha beta fraud that mr dapo apara a former md of alpha beta raised alarmed,en,[],[],421668576.00,421668576.00,slybaba3,EQUAL-RIGHT AUTOS.,2,12,https://twitter.com/slybaba3/status/1615305537620434944,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,dear owain write efcc investigate bola tinubu bullion vans home day election also alpha beta fraud mr dapo apara former md alpha beta raised alarmed,0,0,Neutral
1615305533501700000.00,1615176242768280000.00,1673953824000.00,1/17/2023 12:10,100,,back to tech collegeto sabo was slumpback iwaya to akoka slumpall babyboys who know the history of state of excellencelearn from this before adventure comingahmed bola tinubu,en,[],[],1592090452626490000.00,1592090452626490000.00,SuleiKola,sulei kola a,2,12,https://twitter.com/SuleiKola/status/1615305533501702146,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,back tech collegeto sabo slumpback iwaya akoka slumpall babyboys know history state excellencelearn adventure comingahmed bola tinubu,0,0,Neutral
1615305287711460000.00,1614920762451690000.00,1673953766000.00,1/17/2023 12:09,100,,i want to be charged for saying the truth bola ahmed tinubu can charge me to court then proves will start coming out himself knows he killed funsho williams,en,[],[],1584123192012040000.00,1584123192012040000.00,erondave2,Peter Obi General,2,12,https://twitter.com/erondave2/status/1615305287711469568,[],[],0,,FALSE,1,2,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'PABLO69965843', 'name': '🅿️🆎L🅾️🌕 🌔💰💳 🇳🇬🪓🪓🇺🇸🇪🇬🇿🇦♣️♠️🖤', 'id': '1247014096857423878'}, {'screen_name': 'mindset_tweet', 'name': 'Mindset🗝️', 'id': '1320318229936590849'}]",,,,,Bola Ahmed Tinubu,want charged saying truth bola ahmed tinubu charge court proves start coming knows killed funsho williams,0,0.05,Positive
1615304756452360000.00,1615304756452360000.00,1673953639000.00,1/17/2023 12:07,100,,bola tinubu and jide sanwo olu have made it their sole aim to remove all peter obi posters in lagos state,en,[],[],1161139445007100000.00,1161139445007100000.00,The_Real_Uchman,Uchman,2,12,https://twitter.com/The_Real_Uchman/status/1615304756452360194,[],[],0,,FALSE,0,0,0,https://twitter.com/osasuo/status/1614901257407287296,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,bola tinubu jide sanwo olu made sole aim remove peter obi posters lagos state,0.25,0,Neutral
1615304438809520000.00,1615304438809520000.00,1673953563000.00,1/17/2023 12:06,100,,osinbajo set to attend tinubus rally for the first time yemi osinbajo the vice president of nigeria will make his first appearance at the all progressives congress apc presidential campaign train of bola ahmed tinubu today james abiodun faleke,en,[],[],1487173574137950000.00,1487173574137950000.00,motivatedpso,Paul Samson Oberhiri,2,12,https://twitter.com/motivatedpso/status/1615304438809522177,['http://dlvr.it/Sh0gcd'],[],0,,FALSE,1,1,1,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,osinbajo set attend tinubus rally first time yemi osinbajo vice president nigeria make first appearance progressives congress apc presidential campaign train bola ahmed tinubu today james abiodun faleke,0.333333333,0.25,Positive
1615304351869690000.00,1615304351869690000.00,1673953543000.00,1/17/2023 12:05,100,,every sound thinking groups or persons in nigeria today must be worried about bola tinubu musa kwankwaso or atiku abubakar emerging as president of this country  so many glaring red flags hovering above them,en,[],[],341242738.00,341242738.00,OChukwunwike,Comr. Nwike Okafor,2,12,https://twitter.com/OChukwunwike/status/1615304351869698049,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,every sound thinking groups persons nigeria today must worried bola tinubu musa kwankwaso atiku abubakar emerging president country many glaring red flags hovering,0.3,0.3,Positive
1615304316985670000.00,1615256020149740000.00,1673953534000.00,1/17/2023 12:05,100,,may all my descendants have one hundred times the characterachievementsdestiny and life of peter obi amen can any of you supporters of bola ahmed tinubu the thief drug addict and drug lord pray this prayer for your children i triple dare youlol,en,[],[],3435554440.00,3435554440.00,NgoziEgbuche,Dr Ngozi Egbuche; A Jewel and Crown of beauty,2,12,https://twitter.com/NgoziEgbuche/status/1615304316985679872,[],[],0,,FALSE,1,6,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'DavidsOffor', 'name': 'David Offor', 'id': '915259735347212288'}]",,,,,Bola Ahmed Tinubu,may descendants one hundred times characterachievementsdestiny life peter obi amen supporters bola ahmed tinubu thief drug addict drug lord pray prayer children triple dare youlol,0,0,Neutral
1615303801543560000.00,1615298732236440000.00,1673953411000.00,1/17/2023 12:03,100,,obidiots have turned to internet bullies im a proud mugu whos vote is for asiwaju bola ahmed tinibu bat of apc,en,[],[],3331839309.00,3331839309.00,sadeeq_bmw,Sadiq🥇,2,12,https://twitter.com/sadeeq_bmw/status/1615303801543561222,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'Phil_Nnamdi', 'name': 'Nnamdi', 'id': '1572619574603878406'}]",,,,,Bola Ahmed Tinubu,obidiots turned internet bullies im proud mugu whos vote asiwaju bola ahmed tinibu bat apc,1,0.8,Positive
1615302666845820000.00,1615302666845820000.00,1673953141000.00,1/17/2023 11:59,100,,as this years presidential election inches closer the presidential candidate of the peoples democratic party pdp atiku abubakar said it would be dangerous for nigerians to hand over power to bola tinubu and peter obi,en,[],[],1482384429158900000.00,1482384429158900000.00,breakingnewsni1,Breaking News Nigeria,2,11,https://twitter.com/breakingnewsni1/status/1615302666845822978,['https://breakngrnews.com/2023/01/17/2023-its-dangerous-for-nigerians-to-hand-over-power-to-tinubu-peter-obi-atiku/'],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,years presidential election inches closer presidential candidate peoples democratic party pdp atiku abubakar said would dangerous nigerians hand power bola tinubu peter obi,0.9,-0.6,Negative
1615302611132980000.00,1614983558531090000.00,1673953128000.00,1/17/2023 11:58,100,,we just love it if you can just do the most simple form of being a good person and not a dunce evidence or in bola tinubu voice shurup,en,[],[],578282157.00,578282157.00,blaqRush,SpiceChief 🎭,2,11,https://twitter.com/blaqRush/status/1615302611132989440,[],[],0,,FALSE,2,0,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'Enwagboso', 'name': 'E.J.', 'id': '99614652'}, {'screen_name': 'Nkemchor_', 'name': 'NKEM #PeterObi2023\uea00', 'id': '1320715998798950413'}, {'screen_name': 'DidiJoy01', 'name': ""MY Father's Business."", 'id': '972921833195560960'}]",,,,,Bola Ahmed Tinubu,love simple form good person dunce evidence bola tinubu voice shurup,0.519047619,0.4,Positive
1615302104117300000.00,1615054661685230000.00,1673953007000.00,1/17/2023 11:56,100,,thats why majority of the northerners will vote asiwaju bola tinubu we should allow credibility competence hardwork track records be the basis for voting  experience count in public service i stand with tinubu,en,[],[],1132200396536070000.00,1132200396536070000.00,OmokaroDaniel3,Omokaro Daniel,2,11,https://twitter.com/OmokaroDaniel3/status/1615302104117301248,[],[],0,,FALSE,0,2,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'IbrahimZanna4', 'name': 'Ibrahim Zanna MNSE', 'id': '798468459982098432'}, {'screen_name': 'evidencebyme', 'name': 'seyi ajayi', 'id': '275737425'}]",,,,,Bola Ahmed Tinubu,thats majority northerners vote asiwaju bola tinubu allow credibility competence hardwork track records basis voting experience count public service stand tinubu,0.066666667,0,Neutral
1615301658547720000.00,1615062209054530000.00,1673952900000.00,1/17/2023 11:55,100,,it ur right but why have you been camouflaging sincewe knew d plan from d onseti am for bola ahmed tinubud man with a traceable recordyour candidate that refuse to conduct local govt election for yearsyou as terrible as ur candidate,en,[],[],1637672965.00,1637672965.00,LawalOlatunji9,Lawal A.Olatunji (L.A.O),2,11,https://twitter.com/LawalOlatunji9/status/1615301658547724290,[],[],0,,FALSE,10,0,1,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'mrmacaronii', 'name': 'MrMacaroni', 'id': '302413828'}]",,,,,Bola Ahmed Tinubu,ur right camouflaging sincewe knew plan onseti bola ahmed tinubud man traceable recordyour candidate refuse conduct local govt election yearsyou terrible ur candidate,0.511904762,-0.238095238,Negative
1615301091847010000.00,1615301091847010000.00,1673952765000.00,1/17/2023 11:52,100,,i just say make i do random selection of ladies and gentlemen supporting the candidacy of asiwaju bola ahmed tinubu on twitter if i hear pim from some kind people again na cane i go use flog them shioooooorrrrrr if you are hungry say it do not rope us into it,en,[],[],278644996.00,278644996.00,HauwaAllahbura,Comrade Hauwa Allahbura,2,11,https://twitter.com/HauwaAllahbura/status/1615301091847012352,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1615301028517220353/pu/img/f94CxJwCHquAMN0U.jpg,FALSE,139,25,27,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,say make random selection ladies gentlemen supporting candidacy asiwaju bola ahmed tinubu twitter hear pim kind people na cane go use flog shioooooorrrrrr hungry say rope us,0.55,0.116666667,Positive
1615300708483440000.00,1615280451366640000.00,1673952674000.00,1/17/2023 11:51,100,,our incoming president asiwaju bola ahmed tinubu has promised the masses student loan like they do in advanced countries he going to do it he is a man of his words,en,['tinubuiscoming'],[],2904706313.00,2904706313.00,Temi_tayour,Abdallah,2,11,https://twitter.com/Temi_tayour/status/1615300708483448832,[],[],0,,FALSE,1,0,1,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'ABATMediaCentre', 'name': 'Asiwaju Bola Ahmed Media Centre', 'id': '1522647429727805440'}]",,,,,Bola Ahmed Tinubu,incoming president asiwaju bola ahmed tinubu promised masses student loan like advanced countries going man words,0.6,0.4,Positive
1615300394963410000.00,1615300389582010000.00,1673952599000.00,1/17/2023 11:49,100,,bola tinubu amp his  counterpart atiku abubakar called for the arrest and disqualification of each other over allegations of graft  tinubu threw the first punch when he asked security agencies in the country to go after  over what he described as,en,"['pdp', 'atiku', 'atikugate', 'apc', 'pdp']",[],1550922414.00,1550922414.00,UnityRadioFMTV,UnityRadioFMTV,2,11,https://twitter.com/UnityRadioFMTV/status/1615300394963419136,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,bola tinubu amp counterpart atiku abubakar called arrest disqualification allegations graft tinubu threw first punch asked security agencies country go described,0.166666667,0.1,Positive
1615300376973950000.00,1615058990441890000.00,1673952595000.00,1/17/2023 11:49,100,,bola amed tinubu  the incoming president of the federal republic of nigeria  thanks,en,[],[],1195058259062910000.00,1195058259062910000.00,ibekemed,DOUGIE I💙,2,11,https://twitter.com/ibekemed/status/1615300376973959168,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'kikee_cynthia', 'name': 'Ogonna', 'id': '602229823'}]",,,,,Bola Ahmed Tinubu,bola amed tinubu incoming president federal republic nigeria thanks,0.2,0.2,Positive
1615300054394310000.00,1615300054394310000.00,1673952518000.00,1/17/2023 11:48,100,,if you brymo me  i go flavor you  i dont want to hear anymore about those certificate of occupancy endorsements of bola tinubu by ambulancechaser celebrities,en,[],[],1464087799469060000.00,1464087799469060000.00,BenDiaspora,Ben+Bella Diaspora,2,11,https://twitter.com/BenDiaspora/status/1615300054394314753,[],['https://pbs.twimg.com/media/Fmqy1J4XEAAATTG.jpg'],1,https://pbs.twimg.com/media/Fmqy1J4XEAAATTG.jpg,FALSE,31,1,14,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,brymo go flavor dont want hear anymore certificate occupancy endorsements bola tinubu ambulancechaser celebrities,0,0,Neutral
1615299871464110000.00,1615299819131780000.00,1673952474000.00,1/17/2023 11:47,100,,very best and ensure that we deliver nothing less than five million votes for asiwaju bola ahmed tinubu in the presidential election and babajide olusola sanwoolu in the gubernatorial election this is our target and your objective which i believe you are more than capable to,en,[],[],1569231121497440000.00,1569231121497440000.00,deluxe__boy,Deluxe_boy,2,11,https://twitter.com/deluxe__boy/status/1615299871464116225,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,best ensure deliver nothing less five million votes asiwaju bola ahmed tinubu presidential election babajide olusola sanwoolu gubernatorial election target objective believe capable,0.216666667,0.258333333,Positive
1615299836655410000.00,1615299819131780000.00,1673952466000.00,1/17/2023 11:47,100,,leader the national leader of our party the pathfinder of modern lagos and the presidential candidate of the apc asiwaju bola ahmed tinubu  urging the committee not to take anything for granted because democracy is a game of numbers ayinde added the demographics have,en,[],[],1569231121497440000.00,1569231121497440000.00,deluxe__boy,Deluxe_boy,2,11,https://twitter.com/deluxe__boy/status/1615299836655411203,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,leader national leader party pathfinder modern lagos presidential candidate apc asiwaju bola ahmed tinubu urging committee take anything granted democracy game numbers ayinde added demographics,0.35,-0.1,Negative
1615299824705730000.00,1615299819131780000.00,1673952463000.00,1/17/2023 11:47,100,,mobilised to give five million votes to the national leader and presidential campaign asiwaju bola ahmed tinubu in next months election  he spoke at the inaugural meeting of the committee in ikeja urging the members to girds their loins for a vibrant and resultoriented,en,[],[],1569231121497440000.00,1569231121497440000.00,deluxe__boy,Deluxe_boy,2,11,https://twitter.com/deluxe__boy/status/1615299824705732608,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,mobilised give five million votes national leader presidential campaign asiwaju bola ahmed tinubu next months election spoke inaugural meeting committee ikeja urging members girds loins vibrant resultoriented,0.166666667,0.083333333,Positive
1615299736239760000.00,1615238701210020000.00,1673952442000.00,1/17/2023 11:47,100,,can bola ahmed tinubu find his old school mates talkless of going on this kind of walk,en,[],[],1032237043.00,1032237043.00,abayomiibitunde,Gracious ToniToni 🇳🇬,2,11,https://twitter.com/abayomiibitunde/status/1615299736239767552,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'instablog9ja', 'name': 'Instablog9ja', 'id': '754393222563102720'}]",,,,,Bola Ahmed Tinubu,bola ahmed tinubu find old school mates talkless going kind walk,0.55,0.35,Positive
1615299330872570000.00,1615299330872570000.00,1673952345000.00,1/17/2023 11:45,100,,asiwaju bola ahmed tinubu on his way to kwara state  neck pre for them them today,en,['tinubuinkwara'],[],915259735347212000.00,915259735347212000.00,DavidsOffor,David Offor,2,11,https://twitter.com/DavidsOffor/status/1615299330872573952,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1615299303039287296/pu/img/DO3JA5qHMbEjEbm1.jpg,FALSE,21,0,11,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,asiwaju bola ahmed tinubu way kwara state neck pre today,0,0,Neutral
1615299032217270000.00,1615299032217270000.00,1673952274000.00,1/17/2023 11:44,100,,if the presidential election is now i would vote asiwaju bola ahmed tinubu no cap but i am an educative person i learn everyday if you can prove to me thier is a better candidate i will change my mind but note you must prove it with valid educative economical reasons that,en,[],[],1362367384913330000.00,1362367384913330000.00,WestsideOba,Oba_westside,2,11,https://twitter.com/WestsideOba/status/1615299032217276417,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,presidential election would vote asiwaju bola ahmed tinubu cap educative person learn everyday prove thier better candidate change mind note must prove valid educative economical reasons,0.666666667,0.2,Positive
1615298899211590000.00,1615298899211590000.00,1673952243000.00,1/17/2023 11:44,100,,as a financial expert of reputable prowess asiwaju bola ahmed tinubu has authored  books published amp recognized internationally  studied philosophy i would have asked about his philosophical approach to politics but its obvious you cant form maverick with emptiness,en,[],[],1318527176174710000.00,1318527176174710000.00,asunkybobo,guazu zamani,2,11,https://twitter.com/asunkybobo/status/1615298899211591681,[],"['https://pbs.twimg.com/media/Fmqxxv4WYAMCj2c.jpg', 'https://pbs.twimg.com/media/FmqxyKEXEAITz1-.jpg']",1,https://pbs.twimg.com/media/Fmqxxv4WYAMCj2c.jpg,FALSE,33,1,22,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,financial expert reputable prowess asiwaju bola ahmed tinubu authored books published amp recognized internationally studied philosophy would asked philosophical approach politics obvious cant form maverick emptiness,0.26,0.1,Positive
1615298743388990000.00,1615298743388990000.00,1673952205000.00,1/17/2023 11:43,100,,this country mehhhhhhh  alhaji atiku abubaka  enmeshed in corruption allegations haaaaaa alhaji bola ahmed tinubu  enmeshed in corruption and drug allegations whaaaaooooo mr peter gregory obi  what what again he is stingy praise god  pls vote wisely by all indices,en,[],[],1242074979832920000.00,1242074979832920000.00,Gabriel1Wale,Wale gabriel1,2,11,https://twitter.com/Gabriel1Wale/status/1615298743388995586,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,country mehhhhhhh alhaji atiku abubaka enmeshed corruption allegations haaaaaa alhaji bola ahmed tinubu enmeshed corruption drug allegations whaaaaooooo mr peter gregory obi stingy praise god pls vote wisely indices,0.9,0.7,Positive
1615297841458560000.00,1615297841458560000.00,1673951990000.00,1/17/2023 11:39,100,,this is why vice president yemi osinbajo is trending as per apc presidential candidate asiwaju bola ahmed tinubu upcoming campaign rally in kwara state,en,[],[],719934970354081000.00,719934970354081000.00,naijaloveinfo,Naijaloveinfo,2,11,https://twitter.com/naijaloveinfo/status/1615297841458565121,[],[],0,,FALSE,3,0,3,https://twitter.com/SaharaReporters/status/1615259386091376641,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,vice president yemi osinbajo trending per apc presidential candidate asiwaju bola ahmed tinubu upcoming campaign rally kwara state,0,0,Neutral
1615297419805160000.00,1615297419805160000.00,1673951890000.00,1/17/2023 11:38,100,,live visuals from asiwaju bola ahmed tinubu visit to kwara state today  kwara is showing capacity,en,['tinubuinkwara'],[],915259735347212000.00,915259735347212000.00,DavidsOffor,David Offor,2,11,https://twitter.com/DavidsOffor/status/1615297419805167617,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1615297331003260928/pu/img/i9k7V8Fc1b7qwQeA.jpg,FALSE,37,0,22,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,live visuals asiwaju bola ahmed tinubu visit kwara state today kwara showing capacity,0.5,0.136363636,Positive
1615297397797550000.00,1615297397797550000.00,1673951885000.00,1/17/2023 11:38,100,,you can contest this on social media and even brag as you like even abuse and rage cursing but know this for fact th feb will humble you bola ahmed tinubu gcfrincoming,en,[],[],1492291188514240000.00,1492291188514240000.00,Missile2Missile,FRIGATE,2,11,https://twitter.com/Missile2Missile/status/1615297397797552128,[],['https://pbs.twimg.com/media/FmqwavFXkAAGfj3.jpg'],1,https://pbs.twimg.com/media/FmqwavFXkAAGfj3.jpg,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,contest social media even brag like even abuse rage cursing know fact th feb humble bola ahmed tinubu gcfrincoming,0.233333333,-0.083333333,Negative
1615296534127540000.00,1615291942425830000.00,1673951679000.00,1/17/2023 11:34,100,,about    remember where are the cows bola tinubu asked coldly as pa fasoranti daughters was killed  when a man supports your killers supports those who murdered yoruba sons and daughters kidnapped yoruba sons and daughters raped yoruba women  be very,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615296534127542272,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,remember cows bola tinubu asked coldly pa fasoranti daughters killed man supports killers supports murdered yoruba sons daughters kidnapped yoruba sons daughters raped yoruba women,0.5,-0.4,Negative
1615296235379760000.00,1615291942425830000.00,1673951607000.00,1/17/2023 11:33,100,,md of the critical care unit at the lagos state university teaching hospital lasuth in ikeja   the facility was built and equipped with state funds it is now owned personally by bola tinubu   dr sikiru tinubu runs the outfit   it is run as a private unit and the,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615296235379761154,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,md critical care unit lagos state university teaching hospital lasuth ikeja facility built equipped state funds owned personally bola tinubu dr sikiru tinubu runs outfit run private unit,0.491666667,0,Neutral
1615296195131280000.00,1615296195131280000.00,1673951598000.00,1/17/2023 11:33,100,,if the result of the  presidential election will be declared by the amount on jingle onair bola ahmed tinubu would win nigeria info fm  port harcourt is on it back to back,en,[],[],449961803.00,449961803.00,Olariches82,𝕰𝖒𝖒𝖆𝖓𝖚𝖊𝖑 𝗜𝗦𝗜𝗝𝗢𝗟𝗔 𓃵,2,11,https://twitter.com/Olariches82/status/1615296195131281409,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,result presidential election declared amount jingle onair bola ahmed tinubu would win nigeria info fm port harcourt back back,0.133333333,0.266666667,Positive
1615296111819760000.00,1615291942425830000.00,1673951578000.00,1/17/2023 11:32,100,,adc   the incumbent chairman of the oshodi local government he was also tinubu adc  gbolahan lawal bola tinubus former adc   the incumbent commissioner for housing a twoterm commissioner was adc to bola tinubu  dr sikiru tinubu  cousin   he is the,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615296111819767810,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,adc incumbent chairman oshodi local government also tinubu adc gbolahan lawal bola tinubus former adc incumbent commissioner housing twoterm commissioner adc bola tinubu dr sikiru tinubu cousin,0,0,Neutral
1615295883834270000.00,1615291942425830000.00,1673951524000.00,1/17/2023 11:32,100,,akintola benson bola tinubus personal assistant    he is the incumbent commissioner for establishment  jide idris bola tinubus cousin    threeterm commissioner and the incumbent commissioner for health is tinubu cousin  bolaji ariyo bola tinubus former,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615295883834277889,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,akintola benson bola tinubus personal assistant incumbent commissioner establishment jide idris bola tinubus cousin threeterm commissioner incumbent commissioner health tinubu cousin bolaji ariyo bola tinubus former,0.15,0,Neutral
1615295519013710000.00,1615295519013710000.00,1673951437000.00,1/17/2023 11:30,100,,it is an aberration to have either atiku abubakar or bola ahmed tinubu in the same sentence as the directive vote wisely,en,[],[],4904389468.00,4904389468.00,Ziri_of_Life,Owhonda Buduziri,2,11,https://twitter.com/Ziri_of_Life/status/1615295519013715970,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,aberration either atiku abubakar bola ahmed tinubu sentence directive vote wisely,0.9,0.7,Positive
1615295245029190000.00,1615295245029190000.00,1673951371000.00,1/17/2023 11:29,100,,the bola tinubu camp of the  is asking efcc to prosecute atiku abubakar of the  for corruption   lawrence anini calling on the police to arrest shina rambo   when two rival armed robbery gang are at war the ppl sleep with their windows open,en,[],[],1481605811487090000.00,1481605811487090000.00,Nwokenapuoku,Muokwugwo,2,11,https://twitter.com/Nwokenapuoku/status/1615295245029195778,[],[],0,,FALSE,5,0,1,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,bola tinubu camp asking efcc prosecute atiku abubakar corruption lawrence anini calling police arrest shina rambo two rival armed robbery gang war ppl sleep windows open,0.25,-0.025,Negative
1615295200393580000.00,1615291942425830000.00,1673951361000.00,1/17/2023 11:29,100,,limited a company owned by tinubu   the company has the sole rights to operate brt service in lagos akeem muriokunola son of bola tinubus friendand bola tinubus former pa  he was recently imposed as the head of lagos civil service against all civil service rules,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615295200393584641,[],[],0,,FALSE,1,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,limited company owned tinubu company sole rights operate brt service lagos akeem muriokunola son bola tinubus friendand bola tinubus former pa recently imposed head lagos civil service civil service rules,0.160714286,-0.017857143,Negative
1615295098610400000.00,1615295098610400000.00,1673951336000.00,1/17/2023 11:28,100,,e dey surprise me say the most educated black tribe in the whole wide world have found only bola ahmed tinubu to be more intelligent sound smart and only worthy enough to represent there race by holding the highest man made position in human history is education really morals,en,[],[],1318936892621130000.00,1318936892621130000.00,OkehogheneOvie,Ovie OkêhOghèné Okiemute,2,11,https://twitter.com/OkehogheneOvie/status/1615295098610405384,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,e dey surprise say educated black tribe whole wide world found bola ahmed tinubu intelligent sound smart worthy enough represent race holding highest man made position human history education really morals,0.497619048,0.188095238,Positive
1615294903931790000.00,1615291942425830000.00,1673951290000.00,1/17/2023 11:28,100,,advertising account   this makes him in charge of the billions of naira generated from all billboard adverts in lagos   his convoy is said to rival that of a state governor fola tinubu bola tinubus nephew  he is the managing director of primero transport services,en,[],[],883852556174282000.00,883852556174282000.00,akunnamata321,Akunna,2,11,https://twitter.com/akunnamata321/status/1615294903931797505,[],[],0,,FALSE,0,0,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,advertising account makes charge billions naira generated billboard adverts lagos convoy said rival state governor fola tinubu bola tinubus nephew managing director primero transport services,0,0,Neutral
1615294884247750000.00,1615294098960790000.00,1673951285000.00,1/17/2023 11:28,100,,presidential candidate asiwaju bola tinubu who should withdraw  in a statement by the pdp spokesman debo ologunagba the party dismissed the call by the apc as irresponsible  he said the call for atikus resignation was a ploy to divert public attention from the issues,en,[],[],1569231121497440000.00,1569231121497440000.00,deluxe__boy,Deluxe_boy,2,11,https://twitter.com/deluxe__boy/status/1615294884247752704,[],[],0,,FALSE,0,1,0,,Bola Tinubu OR \ BAT,,,,,,,[],,,,,Bola Ahmed Tinubu,presidential candidate asiwaju bola tinubu withdraw statement pdp spokesman debo ologunagba party dismissed call apc irresponsible said call atikus resignation ploy divert public attention issues,0.066666667,0,Neutral
1615294195538830000.00,1615283048332780000.00,1673951121000.00,1/17/2023 11:25,100,,peter obi is coming to kaduna tomorrow the people of kaduna state should give him a befitting welcome as our next president forget about tribalism and religion because the battle line has been drawn between the youths led by peter obi and the old people led by bola tinubu,en,[],[],839040096280145000.00,839040096280145000.00,anamgbaanthony,Anthony Anamgba,2,11,https://twitter.com/anamgbaanthony/status/1615294195538837504,[],[],0,,FALSE,2,1,1,,Bola Tinubu OR \ BAT,,,,,,,"[{'screen_name': 'Sirraph335', 'name': 'SIR_RAPH🌻', 'id': '1155630360597815296'}]",,,,,Bola Ahmed Tinubu,peter obi coming kaduna tomorrow people kaduna state give befitting welcome next president forget tribalism religion battle line drawn youths led peter obi old people led bola tinubu,0.366666667,0.3,Positive
